url,status,depth,local_html
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=adrian-ghenie",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_adrian-ghenie.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=agnes-martin",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_agnes-martin.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=alejandro-pineiro-bello",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_alejandro-pineiro-bello.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=alex-katz",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_alex-katz.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=alexander-calder",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_alexander-calder.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=alfred-jensen",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_alfred-jensen.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=alfred-stieglitz",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_alfred-stieglitz.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=alicja-kwade",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_alicja-kwade.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=all-artists",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_all-artists.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=antoni-tapies",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_antoni-tapies.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=arlene-shechet",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_arlene-shechet.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=barbara-hepworth",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_barbara-hepworth.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=beatriz-milhazes",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_beatriz-milhazes.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=brent-wadden",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_brent-wadden.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=brice-guilbert",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_brice-guilbert.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=carsten-nicolai",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_carsten-nicolai.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=chuck-close",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_chuck-close.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=claes-oldenburg",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_claes-oldenburg.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=damian-loeb",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_damian-loeb.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=david-byrne",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_david-byrne.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=david-goldblatt",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_david-goldblatt.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=david-hockney",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_david-hockney.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=david-lynch",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_david-lynch.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=donald-judd",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_donald-judd.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=elizabeth-murray",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_elizabeth-murray.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=elmgreen-dragset",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_elmgreen-dragset.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=emily-kam-kngwarray",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_emily-kam-kngwarray.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=emmet-gowin",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_emmet-gowin.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=fred-wilson",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_fred-wilson.html"
